Nome: SAO PAULO - MIRANTE
Codigo Estacao: A701
Latitude: -23.496294
Longitude: -46.620088
Altitude: 785.64
Situacao: Operante
Data Inicial: 2017-04-12
Data Final: 2017-12-31
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB);PRESSAO ATMOSFERICA REDUZIDA NIVEL DO MAR, AUT(mB);PRESSAO ATMOSFERICA MAX.NA HORA ANT. (AUT)(mB);PRESSAO ATMOSFERICA MIN. NA HORA ANT. (AUT)(mB);RADIACAO GLOBAL(W/m²);TEMPERATURA DA CPU DA ESTACAO(°C);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);TEMPERATURA DO PONTO DE ORVALHO(°C);TEMPERATURA MAXIMA NA HORA ANT. (AUT)(°C);TEMPERATURA MINIMA NA HORA ANT. (AUT)(°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT)(°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT)(°C);TENSAO DA BATERIA DA ESTACAO(V);UMIDADE REL. MAX. NA HORA ANT. (AUT)(%);UMIDADE REL. MIN. NA HORA ANT. (AUT)(%);UMIDADE RELATIVA DO AR, HORARIA(%);VENTO, DIRECAO HORARIA (gr)(° (gr));VENTO, RAJADA MAXIMA(m/s);VENTO, VELOCIDADE HORARIA(m/s);
2017-06-13;0200;0;929,1;1020,960601;929,3;929,1;-3,54;16;14,5;10,7;15,5;14,2;10,8;10,4;12,4;78;73;78;30;2,2;0;
2017-06-13;0300;0;929,1;1020,960601;929,2;929;-3,54;15;14,5;10,9;14,7;14,4;10,9;10,6;12,3;79;77;79;63;1,7;,4;
2017-06-13;0400;0;929,3;1021,381642;929,4;929,1;-3,54;15;13,9;10,6;14,5;13,9;11;10,6;12,3;81;79;80;14;2,4;0;
2017-06-13;0500;0;929,1;1021,161825;929,3;929;-3,54;15;13,9;10,9;14,1;13,7;10,9;10,6;12,3;82;80;82;45;1,1;0;
2017-06-13;0600;0;928,8;1020,697895;929,1;928,8;-3,163;15;14,3;11,1;14,3;13,9;11,2;10,8;12,3;82;81;81;135;1,2;,1;
2017-06-13;0700;0;928,4;1020,291818;928,8;928,3;-3,516;15;14,2;11,2;14,3;13,9;11,2;10,9;12,3;83;81;82;1;1,1;,1;
2017-06-13;0800;0;928,2;1020,172646;928,4;928,1;-3,476;15;13,9;11,2;14,2;13,8;11,3;11,1;12,2;84;82;84;86;2;1,3;
2017-06-13;0900;0;928,8;1020,764948;928,8;928,1;-3,034;15;14,1;11,4;14,1;13,8;11,4;11,1;12,2;85;84;84;130;2,4;,1;
2017-06-13;1000;2,6;931,1;1023,326328;931,1;928,9;-,329;15;14;12,1;14,3;13,7;12,1;11,4;12,2;89;84;89;254;6,7;3,1;
2017-06-13;1100;1,4;930,8;1022,996613;931,2;930,8;58,003;15;14;12,2;14;13,6;12,2;11,6;12,2;89;88;89;45;7,1;,6;
2017-06-13;1200;,6;931,1;1023,191891;931,1;930,7;181,493;15;14,4;12,6;14,4;13,9;12,6;12,2;12,3;89;89;89;42;3,5;,7;
2017-06-13;1300;0;930,9;1022,571223;931,6;930,9;493,045;16;15,6;13,6;15,6;14,4;13,6;12,7;12,6;89;88;88;69;3,1;1,8;
2017-06-13;1400;0;929,8;1021,197087;931;929,8;556,816;16;16,1;13,8;16,1;15,5;13,8;13,4;12,7;88;86;86;48;4,8;1,7;
2017-06-13;1500;,2;929,9;1020,944195;930;929,7;776,238;17;17,2;14,1;17,6;16,1;14,5;13,8;12,6;86;81;82;160;4;1;
2017-06-13;1600;,4;929,7;1020,790334;930,1;929,7;315,579;18;17;14,5;17,3;16,9;14,7;14,2;12,5;85;82;85;227;2,4;1,2;
2017-06-13;1700;1,4;930,1;1021,229526;930,2;929,7;267,023;18;17;14,9;17,1;16,9;15;14,5;12,5;88;85;87;241;3,1;1;
2017-06-13;1800;2,2;929,9;1021,042833;930,1;929,5;215,725;18;16,9;15,1;17;16,8;15,1;14,7;12,4;89;87;89;322;3;,8;
2017-06-13;1900;2,6;930,1;1021,328328;930,1;929,9;136,578;18;16,7;14,3;16,9;16,6;15,1;14,2;12,3;89;85;86;265;4,4;1,1;
2017-06-13;2000;,6;930,2;1021,57022;930,3;930,1;95,353;17;16,3;13,9;16,7;16,2;14,3;13,7;12,2;87;84;86;280;4,1;1,6;
2017-06-13;2100;1,8;930,9;1022,438368;930,9;930,2;5,163;17;16;13,8;16,4;15,9;14,1;13,8;12,2;88;86;87;289;4,6;2,2;
2017-06-13;2200;,8;931,9;1023,569914;931,9;930,9;-2,378;17;15,9;13,7;16;15,8;13,8;13,6;12,2;87;86;87;301;4,6;2,3;
2017-06-13;2300;1,2;931,2;1022,93405;932,1;931,2;-2,983;17;15,5;13,5;16;15,5;13,7;13,5;12,2;88;86;88;4;4,4;2,2;
2017-06-14;0000;,2;931,4;1023,153752;931,5;931,1;-3,025;16;15,5;13,3;15,6;15,2;13,5;13;12,2;88;87;87;358;4,4;,1;
2017-06-14;0100;,6;931,2;1022,93405;931,8;931,2;-2,92;16;15,5;13,1;15,6;15,3;13,3;12,8;12,2;87;84;86;4;3;1,6;
2017-06-14;0200;,2;930,7;1022,4514;931,2;929,6;-3,358;16;15,3;12,9;15,5;15,2;13,1;12,8;12,2;87;85;86;202;7;2;
2017-06-14;0300;0;930,9;1022,671117;931,6;930,4;-3,251;16;15,3;13,4;15,5;15,1;13,4;12,9;12,2;88;86;88;337;4;,4;
2017-06-14;0400;0;931,2;1022,93405;931,9;930,1;-2,341;16;15,5;13,6;15,5;15;13,6;13,1;12,2;89;88;89;181;4,9;1,8;
2017-06-14;0500;0;931,5;1023,397027;931,8;930,9;-2,197;16;15,1;13,1;15,5;15,1;13,6;13,1;12,2;89;88;88;343;4,3;,7;
2017-06-14;0600;0;930,9;1022,905052;931,5;930,9;-3,51;16;14,6;12,9;15,1;14,6;13,1;12,8;12,2;89;88;89;94;2,2;0;
2017-06-14;0700;0;930,8;1022,795168;931;930,8;-3,539;16;14,6;13;14,7;14,4;13;12,7;12,2;90;89;90;66;1,7;,4;
2017-06-14;0800;0;930,5;1022,465518;930,9;930,4;-2,939;15;14,6;13,1;14,7;14,5;13,1;12,9;12,2;91;90;91;23;3,6;1,3;
2017-06-14;0900;0;931,2;1023,368958;931,2;930,5;-3,458;15;14,2;12,7;14,6;14,1;13,1;12,6;12,2;91;91;91;125;3,6;,7;
2017-06-14;1000;0;931,9;1024,071016;932;931,1;2,611;15;14,4;13;14,4;14,2;13;12,7;12,2;91;91;91;116;2,6;1,3;
2017-06-14;1100;0;932,3;1024,476987;932,3;931,9;116,072;15;14,5;13;14,6;14,4;13,1;12,9;12,2;91;90;90;70;2,7;1,1;
2017-06-14;1200;0;933,1;1025,154875;933,1;932,3;407,175;16;15,1;13,3;15,2;14,4;13,5;12,8;12,5;90;89;89;97;3,9;1,6;
2017-06-14;1300;0;933,8;1025,490651;933,8;933,1;1054,699;17;16,4;13,5;16,4;15,1;13,6;13;12,9;89;82;83;96;3,8;1,8;
2017-06-14;1400;0;933,7;1024,984521;934,1;933,7;1428,754;18;17,6;12,9;17,9;16,3;14,1;12,9;13,2;83;74;74;74;3,8;1,3;
2017-06-14;1500;0;933,5;1024,600881;933,7;933,5;1071,557;19;18,1;12,8;18,7;17,4;14,2;12,7;12,7;77;71;71;123;3,7;1,2;
2017-06-14;1600;0;932,9;1023,648643;933,5;932,9;964,117;20;19;12,6;19,3;18,1;12,9;11,9;12,9;72;65;67;164;4,2;2,2;
2017-06-14;1700;0;932,3;1022,730976;932,9;932,3;1270,975;21;19,8;12;20,1;19;12,8;11,8;13,1;67;60;61;138;4,2;1,5;
2017-06-14;1800;0;931,9;1022,48643;932,3;931,9;1325,685;22;19,2;12,1;20,5;19,1;13,1;11,7;12,9;64;59;64;124;4,7;2;
2017-06-14;1900;0;932,1;1022,803332;932,1;931,7;803,575;22;18,9;12,6;20,8;18,9;13,3;11,7;12,6;67;58;67;148;5,8;2,2;
2017-06-14;2000;0;932,4;1023,656043;932,4;932,1;283,888;21;17,3;12,9;18,9;17,3;13,1;12,4;12,6;75;67;75;150;6,3;2,1;
2017-06-14;2100;0;932,4;1023,953184;932,5;932,3;25,033;19;16,4;12,7;17,3;16,4;12,9;12,6;12,5;78;75;78;164;5,4;2,5;
2017-06-14;2200;0;932,8;1024,558446;932,8;932,4;-3,54;18;15,9;12,6;16,4;15,8;12,9;12,6;12,4;82;78;81;118;4,9;1,9;
2017-06-14;2300;0;933,5;1025,560873;933,5;932,8;-3,54;17;15,2;12,3;16;15,2;12,7;12,3;12,4;83;80;83;112;5,3;3,3;
2017-06-15;0000;0;934;1025,909801;934,1;933,5;-1,254;17;15,8;12,2;15,8;15,2;12,6;12,2;12,4;83;79;79;143;5;2,1;
2017-06-15;0100;0;934,4;1026,315836;934,4;934;-,592;17;15,9;12,5;16;15,8;12,5;12,2;12,4;80;79;80;154;4,8;1,8;
2017-06-15;0200;0;934,4;1026,382513;934,5;934,3;-2,898;17;15,7;12,7;15,9;15,6;12,7;12,5;12,4;82;80;82;136;5,5;1,4;
2017-06-15;0300;0;934,4;1026,449287;934,5;934,3;-3,14;17;15,5;12,8;15,7;15,5;12,9;12,6;12,4;84;82;84;131;3,6;,7;
2017-06-15;0400;0;934,3;1026,339436;934,4;934,2;-2,532;17;15,5;12,9;15,6;15,4;13;12,8;12,3;85;84;85;114;4,2;1,5;
2017-06-15;0500;0;934;1026,110182;934,3;934;-2,029;17;15,2;12,7;15,5;15,2;12,9;12,7;12,3;85;85;85;87;4,5;2,2;
2017-06-15;0600;0;933,5;1025,560873;934,1;933,5;-1,064;17;15,2;12,8;15,2;15,1;12,8;12,6;12,3;86;85;86;92;4,7;2,3;
2017-06-15;0700;0;933,2;1025,26474;933,6;933,2;-1,652;17;15,1;12,1;15,3;15,1;12,8;12,1;12,3;86;82;82;118;6,9;2,5;
2017-06-15;0800;0;933,1;1025,188349;933,2;933,1;-,453;16;15;12,1;15,1;14,9;12,2;12;12,3;83;82;83;110;6,2;2;
2017-06-15;0900;0;933,3;1025,508676;933,4;933;-3,149;16;14,7;12,1;15;14,6;12,1;11,9;12,3;85;83;85;100;3,9;1,4;
2017-06-15;1000;0;934;1026,244256;934;933,3;1,608;16;14,8;12,3;14,8;14,6;12,3;12,1;12,3;85;85;85;105;5,3;2,8;
2017-06-15;1100;0;934,9;1027,199555;934,9;934;71,94;16;14,9;12,1;14,9;14,6;12,3;12;12,3;85;83;83;99;7,1;2,6;
2017-06-15;1200;0;935,3;1027,37111;935,4;934,8;432,297;16;15,7;12,3;15,7;14,9;12,4;11,9;12,5;83;80;80;121;5,6;2;
2017-06-15;1300;0;935,4;1027,015736;935,5;935,3;948,435;17;17,1;12,2;17,2;15,7;13;12,1;12,7;80;73;73;106;5,8;3;
2017-06-15;1400;0;935,1;1026,324224;935,4;935,1;1552,101;19;18,2;12,3;18,7;17;13,3;12,1;13,1;74;68;69;90;6,5;3,2;
2017-06-15;1500;0;934,4;1025,392398;935,1;934,4;2087,417;20;18,7;12,8;19,4;17,9;13,3;12;13,1;70;65;68;106;6,7;3,4;
2017-06-15;1600;0;933,4;1024,164748;934,4;933,4;1828,399;21;19,1;13;19,6;18,5;13,6;12,3;13,8;69;65;68;117;7,3;3,6;
2017-06-15;1700;0;932,8;1023,085866;933,4;932,8;1500,691;21;20,4;14,2;20,4;18,7;14,2;12,7;14,3;70;66;68;103;7,2;2,6;
2017-06-15;1800;0;932;1022,434198;932,8;932;861,554;21;19,7;12,9;20,8;18,9;14,4;12,7;14,3;69;63;65;84;6,2;2,3;
2017-06-15;1900;0;931,8;1022,182477;932;931,7;1174,893;22;19,8;12,9;21,3;19,7;13,2;12,1;12,8;65;58;64;88;6,4;2,1;
2017-06-15;2000;0;932,1;1022,511577;932,1;931,7;353,708;22;19,8;12,6;20,5;19,7;13,2;12,3;12,8;65;60;63;80;4,9;2,3;
2017-06-15;2100;0;932,5;1023,568784;932,5;932,1;27,221;21;17,9;13,9;19,8;17,9;13,9;12,2;12,5;77;63;77;138;5,5;2;
2017-06-15;2200;0;932,6;1024,00747;932,6;932,5;-3,54;20;16,9;14;17,9;16,9;14,1;13,9;12,5;83;77;83;120;4,7;2,1;
2017-06-15;2300;0;933,1;1024,622581;933,1;932,6;-2,878;19;16,7;13,8;16,9;16,7;14;13,7;12,4;84;83;83;109;6,2;1,9;
2017-06-16;0000;0;933;1024,545857;933,2;933;-1,311;18;16,6;13,6;16,8;16,4;13,8;13,5;12,4;83;82;83;106;6,6;3,2;
2017-06-16;0100;0;933,3;1024,941555;933,3;933;-2,623;18;16,4;13,5;16,7;16,4;13,7;13,4;12,4;83;82;83;94;5,3;2,4;
2017-06-16;0200;0;933;1024,744867;933,4;933;-3,355;18;16;13,4;16,4;16;13,5;13,3;12,4;85;83;84;81;5,3;2,4;
2017-06-16;0300;0;933,1;1025,121425;933,1;932,9;-3,54;17;15,2;13;16;15,2;13,4;13;12,4;87;84;87;93;5,4;2;
2017-06-16;0400;0;932,7;1024,782356;933,1;932,7;-3,54;17;14,9;12,5;15,2;14,9;13;12,5;12,4;87;85;86;80;5,9;2,1;
2017-06-16;0500;0;932,2;1024,400688;932,7;932,2;-3,54;16;14,4;12,1;14,9;14,4;12,5;12,1;12,3;87;86;86;86;5,4;2,8;
2017-06-16;0600;0;931,9;1024,104617;932,3;931,9;-3,54;16;14,3;12,1;14,4;14,2;12,2;12;12,3;87;86;86;69;6,9;2,6;
2017-06-16;0700;0;931,8;1023,994723;931,9;931,7;-3,54;15;14,3;11,9;14,4;14,2;12,1;11,8;12,3;86;85;85;71;7,4;3,2;
2017-06-16;0800;0;931,7;1023,918448;931,8;931,7;-3,54;15;14,2;11,8;14,4;14,2;11,9;11,7;12,3;85;84;85;65;8,5;3,1;
2017-06-16;0900;0;932,4;1024,654089;932,4;931,7;-2,91;15;14,3;11,7;14,3;14,2;11,9;11,7;12,3;85;84;85;75;9,2;2,6;
2017-06-16;1000;0;932,8;1025,127324;932,8;932,3;4,182;15;14,2;11,6;14,3;14,2;11,7;11,6;12,2;85;84;84;71;8;2,7;
2017-06-16;1100;0;933,1;1025,389704;933,2;932,8;159,752;16;14,4;11,5;14,5;14,1;11,7;11,5;12,3;85;83;83;81;6,2;2,8;
2017-06-16;1200;0;933,1;1025,154875;933,2;933,1;682,318;16;15,1;11,5;15,5;14,4;12,2;11,5;12,9;83;79;79;91;6,4;2;
2017-06-16;1300;0;933;1024,479712;933,2;933;1806,092;17;16,8;12,4;16,9;15;12,4;11,2;14,2;80;73;75;87;6,1;2,3;
2017-06-16;1400;0;932,6;1023,744145;933,1;932,6;2440,89;19;17,7;12,1;18,1;16,4;12,7;11,4;14,3;75;68;70;95;5;2,7;
2017-06-16;1500;0;931,7;1022,396927;932,6;931,7;2566,827;20;18,8;11,7;19,1;17,3;12,4;11,5;14,3;70;63;64;76;4,9;1,6;
2017-06-16;1600;0;930,8;1021,117759;931,7;930,8;2850,469;21;19,7;11,9;20,1;18,7;12,5;11,7;14,3;66;60;61;92;4,3;1,2;
2017-06-16;1700;0;929,9;1019,744964;930,8;929,9;2475,077;23;20,9;12,4;21;19,6;13,2;11,5;14,3;63;57;58;133;3,7;1,1;
2017-06-16;1800;0;929,4;1018,814673;929,9;929,4;1857,642;24;22,1;11,6;22,2;20,8;13,1;11,4;14,2;59;51;51;72;3,2;1,1;
2017-06-16;1900;0;929,4;1018,65647;929,4;929,3;1380,943;25;22,6;9,8;23,6;21,6;12,6;9,4;14,2;53;42;44;335;6,1;2,7;
2017-06-16;2000;0;929,5;1019,146745;929,5;929,3;349,765;24;21,4;9,9;22,6;21,4;10,5;9,5;12,7;49;43;48;308;4,6;2;
2017-06-16;2100;0;929,6;1019,736867;929,6;929,5;35,726;23;19,9;10,9;21,4;19,9;10,9;9,9;12,5;56;48;56;338;4,1;,9;
2017-06-16;2200;0;929,8;1020,442016;929,8;929,6;-3,54;21;18,4;11,3;19,9;18,4;11,6;10,9;12,5;63;56;63;25;2;1;
2017-06-16;2300;0;930,1;1020,803842;930,1;929,8;-3,54;20;18,3;12,7;18,8;18,3;12,7;11,5;12,4;70;63;70;34;2,1;1;
2017-06-17;0000;0;930;1020,955549;930,1;929,9;-3,54;19;17,5;12,7;18,3;17,3;12,8;12,4;12,4;74;70;73;25;2;1;
2017-06-17;0100;0;929,9;1021,273823;930,1;929,9;-3,54;18;16,2;11,8;17,5;16,2;12,7;11,7;12,4;75;72;75;41;2,3;,9;
2017-06-17;0200;0;930;1021,317525;930;929,7;-3,54;17;16,4;10,9;17,4;16,2;12;10,7;12,4;75;66;70;277;3;,3;
2017-06-17;0300;0;929,9;1021,472747;930,1;929,9;-3,54;17;15,6;12,2;16,4;15,4;12,3;11;12,4;81;70;81;279;1,1;,1;
2017-06-17;0400;0;929,6;1021,076821;930;929,6;-3,54;16;15,8;10,9;15,9;15,4;12,5;10,9;12,3;81;73;73;313;1,7;1;
2017-06-17;0500;0;929,3;1020,979986;929,7;929,3;-3,54;16;15,1;11,2;15,8;14,7;11,3;10,6;12,3;79;72;77;71;1,6;,3;
2017-06-17;0600;0;929,1;1020,793586;929,3;928,9;-3,54;15;15;10,3;15,4;14,9;11,3;10,2;12,3;78;73;74;8;1,6;,3;
2017-06-17;0700;0;928,8;1020,53069;929,1;928,8;-3,54;15;14,8;10,2;14,9;14,3;10,8;10;12,3;78;74;74;37;1,3;,3;
2017-06-17;0800;0;928,8;1020,966694;928,9;928,8;-3,54;14;13,5;10,6;14,7;13,4;10,7;9,9;12,3;83;74;83;149;1,2;,7;
2017-06-17;0900;0;929,1;1021,363931;929,1;928,8;-3,54;14;13,3;10,7;13,5;12,9;10,8;10,4;12,2;85;83;84;75;1,1;,3;
2017-06-17;1000;0;929,8;1022,268777;929,8;929,1;5,768;14;12,9;10,4;13,3;12,8;10,7;10,2;12,2;85;83;85;69;1,5;,8;
2017-06-17;1100;0;930,1;1022,160082;930,1;929,8;284,081;14;14,2;11,3;14,3;12,9;11,5;10,4;12,7;85;83;83;72;2;1;
2017-06-17;1200;0;930,5;1022,165092;930,5;930,1;958,806;15;15,5;11,9;15,9;14,2;12,7;11,3;13,3;84;78;79;86;2,5;1,1;
2017-06-17;1300;0;930,5;1021,635816;930,6;930,5;1397,555;17;17,1;12,2;17,1;15,4;12,5;11,5;14,3;79;72;73;94;2,6;1,3;
2017-06-17;1400;0;930;1020,175653;930,5;930;2362,49;19;19,9;12,1;20,2;17;13,2;12;14,3;73;60;61;87;3,5;1,6;
2017-06-17;1500;0;929,1;1018,359244;930;929,1;2872,853;22;22,5;12,4;22,5;19,9;12,8;11,8;14,2;62;52;53;84;3,7;1,5;
2017-06-17;1600;0;928,2;1016,933033;929,1;928,2;2941,669;23;23,9;9,7;24,3;22,2;13,4;9,6;14,2;56;40;41;9;6,3;3,1;
2017-06-17;1700;0;927,5;1016,228623;928,2;927,4;2669,394;25;23,7;10,2;24,3;23,3;10,5;8,7;14,2;43;39;42;329;9,9;3,5;
2017-06-17;1800;0;927;1015,524769;927,5;927;2109,682;26;24,2;9,9;25;23,7;11,3;9,9;14,2;44;40;40;319;7,3;2,4;
2017-06-17;1900;0;926,9;1015,41522;927;926,8;1434,922;26;24,2;9,6;24,5;24;10,7;9,6;14,2;42;39;40;318;7,3;2,8;
2017-06-17;2000;0;927,1;1015,946947;927,1;926,9;343,573;26;23,2;9,7;24,1;23,2;10,1;9,2;12,8;43;39;42;337;7,3;1,6;
2017-06-17;2100;0;927,3;1016,734563;927,3;927,1;24,037;24;21,4;10,7;23,2;21,3;10,9;9,7;12,5;51;42;51;6;4,3;1,6;
2017-06-17;2200;0;927,5;1017,208891;927,5;927,3;-3,54;22;20,6;10;21,5;20,6;11;9,7;12,5;52;47;51;3;4;1,2;
2017-06-17;2300;0;927,8;1018,020199;927,9;927,5;-3,54;21;19,1;10,6;20,6;19,1;10,6;9,8;12,5;58;51;58;30;2,7;1,4;
2017-06-18;0000;0;927,8;1018,442395;927,9;927,7;-3,54;20;17,8;11,3;19,1;17,8;11,4;10,7;12,4;66;58;66;36;2,5;1,3;
2017-06-18;0100;0;927,8;1018,507699;927,9;927,7;-3,54;19;17,6;11;17,9;16,9;11,4;10,9;12,4;69;65;65;336;2,1;1,1;
2017-06-18;0200;0;927,7;1018,332625;927,8;927,6;-3,54;18;17,8;10,1;18,2;17,1;11,2;10,1;12,4;68;61;61;344;3;1,2;
2017-06-18;0300;0;927,7;1018,463313;927,8;927,7;-3,54;18;17,4;10,2;18;17,3;10,2;9,9;12,4;63;59;63;325;2,2;1,3;
2017-06-18;0400;0;927,7;1018,824654;927,7;927,6;-3,54;17;16,3;10,3;17,7;16,3;10,5;10,1;12,3;68;61;68;322;1,9;,2;
2017-06-18;0500;0;927,6;1018,979408;927,7;927,5;-3,54;17;15,5;10,9;16,3;15,5;10,9;10,2;12,3;74;68;74;112;1,1;,6;
2017-06-18;0600;0;927,2;1018,739359;927,6;927,1;-3,54;16;14,9;10,9;15,5;14,7;11;10,6;12,3;78;74;77;214;1;,5;
2017-06-18;0700;0;927,3;1018,982634;927,3;927,1;-3,54;15;14,5;11,2;14,9;14,3;11,2;10,7;12,3;81;77;81;174;1,5;0;
2017-06-18;0800;0;927,5;1019,135644;927,5;927,3;-3,54;15;14,7;10,9;15,1;14,3;11,3;10,7;12,3;81;77;78;69;1,6;,8;
2017-06-18;0900;0;928,5;1020,435243;928,5;927,5;-3,54;15;14,1;10,9;14,7;14;11,1;10,6;12,2;81;78;81;148;1,8;,1;
2017-06-18;1000;0;929,2;1021,30536;929,2;928,5;4,367;14;13,8;11,1;14,2;13,6;11,2;10,7;12,2;84;81;84;58;1,9;,7;
2017-06-18;1100;0;929,9;1021,672538;929,9;929,2;232,594;14;15;11,6;15,1;13,7;11,8;11;12,7;84;80;80;66;2,2;1,1;
2017-06-18;1200;0;930,4;1021,263696;930,5;929,9;1044,325;16;17,9;12,3;18;15;12,6;11,6;14,1;80;69;70;146;2;,3;
2017-06-18;1300;0;930,4;1020,517848;930,5;930,3;2121,063;19;20,2;12,3;20,2;17,9;12,7;11,5;14,2;70;59;60;56;2,5;,7;
2017-06-18;1400;0;929,9;1019,07826;930,5;929,9;2688,095;22;23;11;23;20,2;12,8;10,9;14,2;61;47;47;355;2,8;1,3;
2017-06-18;1500;0;928,9;1017,699951;929,9;928,9;2983,962;24;23,9;9,5;24,2;23;12,3;8,9;14,2;49;38;40;338;7,2;3,2;
2017-06-18;1600;0;928;1016,651459;928,9;928;2962,491;25;24,1;9,5;24,2;23,6;10,3;8,6;14,2;42;38;40;317;8,4;3;
2017-06-18;1700;0;927,5;1016,38528;928;927,5;2155,492;25;23,2;7,8;24,8;23;11,1;7,8;14,2;43;36;37;305;9,5;5;
2017-06-18;1800;0;927,3;1016,166114;927,6;927,3;1608,79;25;23,2;8,3;23,9;23;9,2;7,4;14;40;35;39;326;9,8;3,9;
2017-06-18;1900;0;927,5;1016,511005;927,6;927,3;862,224;25;22,8;7,1;23,5;22,8;8,9;6,9;12,8;40;35;36;301;8,8;3,4;
2017-06-18;2000;0;927,8;1016,902811;927,8;927,5;293,107;24;22,6;8,1;23;22,5;8,2;7,1;12,6;40;36;39;306;7;2,1;
2017-06-18;2100;0;928,1;1017,516392;928,1;927,8;20,037;24;21,7;9,3;22,6;21,6;9,3;8,1;12,5;45;39;45;284;4;,8;
2017-06-18;2200;0;928,3;1017,990376;928,3;928,1;-3,309;23;20,9;11;21,7;20,9;11;9,4;12,5;53;45;53;345;2,2;,8;
2017-06-18;2300;0;928,5;1018,273619;928,5;928,3;-3,425;22;20,7;12;21;20,7;12;10,9;12,5;57;53;57;295;2,3;1;
2017-06-19;0000;0;928,3;1018,182365;928,5;928,3;-3,54;22;20,3;11;20,7;19,7;12,2;11;12,4;61;55;55;331;4,4;1,9;
2017-06-19;0100;0;928,2;1018,072683;928,3;928,2;-3,54;21;20,3;8,2;20,6;20,2;11;8,2;12,4;55;45;46;329;3,5;1,9;
2017-06-19;0200;0;928,2;1018,459095;928,3;928,1;-3,54;20;19,1;8,4;20,4;19,1;8,5;8,2;12,4;50;46;50;305;3,4;1,9;
2017-06-19;0300;0;928;1018,499049;928,2;928;-3,54;20;18,3;9;19,4;18,3;9,1;8,3;12,4;55;49;55;307;3;1,4;
2017-06-19;0400;0;927,9;1018,065311;928,1;927,9;-3,54;19;19,3;8,3;19,4;18,2;9,2;8,3;12,4;56;49;49;308;3,3;1,7;
2017-06-19;0500;0;927,6;1017,865434;927,9;927,6;-3,53;19;18,9;8,7;19,5;18,2;10,1;8,3;12,3;60;48;52;314;2,8;1,5;
2017-06-19;0600;0;927;1017,434024;927,6;927;-3,54;19;18,2;8,3;19,2;18,2;9,6;8,2;12,3;57;49;52;350;3;1,2;
2017-06-19;0700;0;926,9;1017,356783;927,1;926,9;-3,54;18;18,1;8,4;18,3;17,2;8,6;7,9;12,3;57;52;53;343;2,2;1,1;
2017-06-19;0800;0;926,9;1017,389321;926,9;926,8;-3,54;18;18;8,7;18,1;16,5;9,4;8,3;12,3;62;53;55;298;3,2;1,9;
2017-06-19;0900;0;927,2;1018,44065;927,2;926,9;-3,54;17;15,8;9,9;18,4;15,6;10;8,5;12,2;69;52;68;216;3,6;,2;
2017-06-19;1000;0;927,8;1019,365288;927,8;927,2;2,081;16;15;9,9;16;15;10,4;9,7;12,2;72;67;72;194;1,4;,1;
2017-06-19;1100;0;928,5;1019,210782;928,5;927,8;110,21;16;17,8;10,8;17,8;15;11,2;9,9;13,1;72;63;63;101;1,1;,1;
2017-06-19;1200;0;929;1019,304532;929;928,5;1041,127;18;19,2;10,3;19,7;17,5;11,2;10,2;14,2;64;56;56;76;1,9;,6;
2017-06-19;1300;0;929;1018,344518;929,1;929;1971,938;21;22,2;10,3;22,2;19;11,2;9,9;14,2;59;47;47;46;2,3;,6;
2017-06-19;1400;0;928,6;1017,433854;929;928,6;2537,155;23;23,7;8,6;23,8;22,2;11,2;8,6;14,2;49;38;38;333;4,2;1,9;
2017-06-19;1500;0;928,2;1016,808185;928,7;928,2;2921,047;25;24,3;6,9;25,3;23,6;9,5;5,9;14,2;40;30;33;335;4,6;2;
2017-06-19;1600;0;927,4;1015,807426;928,3;927,4;2242,163;26;24,7;6,2;24,9;23,2;8,1;5,4;14,2;35;30;30;250;5,3;1,4;
2017-06-19;1700;0;927,3;1016,260353;927,4;927,3;1444,685;26;22,9;13,5;25,5;21,8;14,1;5,7;14,2;59;30;56;144;6,5;2,3;
2017-06-19;1800;0;927,6;1017,127128;927,6;927,3;1687,661;26;21,2;13,8;23;21,1;14,2;13,1;12,8;63;55;63;159;7;3,5;
2017-06-19;1900;0;928;1018,046068;928;927,6;542,949;24;19,7;13,3;21,2;19,7;13,8;13,2;12,7;67;63;66;169;7,7;3,1;
2017-06-19;2000;0;928,7;1019,072476;928,7;928;246,149;22;18,9;13,5;19,7;18,9;13,5;13,2;12,5;71;66;71;150;6,4;2,7;
2017-06-19;2100;0;929,4;1020,10076;929,4;928,7;15,944;21;18,1;13,8;18,9;18,1;14;13,5;12,5;76;71;76;187;6,7;2,7;
2017-06-19;2200;0;930;1020,890044;930;929,4;-1,644;20;17,7;13,9;18,2;17,7;14;13,7;12,5;79;76;79;162;6,7;3,2;
2017-06-19;2300;0;930,6;1021,71273;930,6;930;-1,545;20;17,2;13,8;17,7;17,2;14;13,6;12,4;81;79;80;175;7;2,8;
2017-06-20;0000;0;931;1022,217706;931;930,6;-1,601;19;17;13,4;17,3;17;13,7;13,4;12,4;80;79;79;134;5,6;1,5;
